frame_index,timestamp,elapsed_ms,num_poses_detected
1799,2026-03-20T01:17:25.029,77.517,1
1800,2026-03-20T01:17:25.109,73.919,1
1801,2026-03-20T01:17:25.190,74.349,1
1802,2026-03-20T01:17:25.271,76.936,1
1803,2026-03-20T01:17:25.355,77.901,1
1804,2026-03-20T01:17:25.436,76.513,1
1805,2026-03-20T01:17:25.516,74.637,1
1806,2026-03-20T01:17:25.593,71.852,1
1807,2026-03-20T01:17:25.671,73.373,1
1808,2026-03-20T01:17:25.753,76.399,1
1809,2026-03-20T01:17:25.827,68.763,1
1810,2026-03-20T01:17:25.910,78.262,1
1811,2026-03-20T01:17:25.987,70.981,1
1812,2026-03-20T01:17:26.060,68.496,1
1813,2026-03-20T01:17:26.139,72.639,1
1814,2026-03-20T01:17:26.219,74.799,1
1815,2026-03-20T01:17:26.295,70.621,1
1816,2026-03-20T01:17:26.371,70.353,1
1817,2026-03-20T01:17:26.449,73.807,1
1818,2026-03-20T01:17:26.525,71.178,1
1819,2026-03-20T01:17:26.604,73.652,1
1820,2026-03-20T01:17:26.676,65.865,1
1821,2026-03-20T01:17:26.755,74.393,1
1822,2026-03-20T01:17:26.840,80.308,1
1823,2026-03-20T01:17:26.920,74.723,1
1824,2026-03-20T01:17:26.998,72.604,1
1825,2026-03-20T01:17:27.079,75.825,1
1826,2026-03-20T01:17:27.163,78.740,1
1827,2026-03-20T01:17:27.240,71.509,1
1828,2026-03-20T01:17:27.327,81.708,1
1829,2026-03-20T01:17:27.410,77.326,1
1830,2026-03-20T01:17:27.487,72.423,1
1831,2026-03-20T01:17:27.567,75.180,1
1832,2026-03-20T01:17:27.640,67.989,1
1833,2026-03-20T01:17:27.722,76.796,1
1834,2026-03-20T01:17:27.798,71.120,1
1835,2026-03-20T01:17:27.871,67.578,1
1836,2026-03-20T01:17:27.951,74.433,1
1837,2026-03-20T01:17:28.029,73.470,1
1838,2026-03-20T01:17:28.105,70.152,1
1839,2026-03-20T01:17:28.188,78.680,1
1840,2026-03-20T01:17:28.265,71.635,1
1841,2026-03-20T01:17:28.348,78.037,1
1842,2026-03-20T01:17:28.429,75.616,1
1843,2026-03-20T01:17:28.507,72.588,1
1844,2026-03-20T01:17:28.588,75.952,1
1845,2026-03-20T01:17:28.669,75.621,1
1846,2026-03-20T01:17:28.748,73.916,1
1847,2026-03-20T01:17:28.828,74.188,1
1848,2026-03-20T01:17:28.908,75.505,1
1849,2026-03-20T01:17:28.990,74.959,1
1850,2026-03-20T01:17:29.070,74.860,1
1851,2026-03-20T01:17:29.147,72.759,1
1852,2026-03-20T01:17:29.225,72.580,1
1853,2026-03-20T01:17:29.303,72.912,1
1854,2026-03-20T01:17:29.380,72.131,1
1855,2026-03-20T01:17:29.455,70.400,1
1856,2026-03-20T01:17:29.530,70.123,1
1857,2026-03-20T01:17:29.613,77.799,1
1858,2026-03-20T01:17:29.692,73.337,1
1859,2026-03-20T01:17:29.772,74.484,1
1860,2026-03-20T01:17:29.860,81.990,1
1861,2026-03-20T01:17:29.948,83.608,1
1862,2026-03-20T01:17:30.039,85.138,1
1863,2026-03-20T01:17:30.137,91.934,1
1864,2026-03-20T01:17:30.318,172.374,1
1865,2026-03-20T01:17:30.846,508.533,1
1866,2026-03-20T01:17:31.342,478.704,1
1867,2026-03-20T01:17:31.816,455.712,1
1868,2026-03-20T01:17:32.268,433.241,1
1869,2026-03-20T01:17:32.771,463.364,1
